Provincia,Partido,Localidad,Link Indec,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general
FORMOSA,Ramón Lista,El Potrillo,34063010,0.0,0.0,0.0,0.0,2.0,0.0,0.0,20.0,22.0
FORMOSA,Ramón Lista,El Quebracho,34063030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
FORMOSA,Ramón Lista,General Mosconi,34063020,0.0,0.0,0.0,8.0,4.0,3.0,0.0,33.0,48.0
FORMOSA,Ramón Lista,OTROS,Sin Datos,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0
JUJUY,Cochinoca,Abra Pampa,38007020,0.0,0.0,0.0,0.0,0.0,3.0,0.0,221.0,224.0
JUJUY,Cochinoca,Puesto del Marquéz,38007060,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0
JUJUY,Cochinoca,La Redonda,38007055,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
JUJUY,Doctor Manuel Belgrano,Guerrero,38021010,73.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0
JUJUY,Doctor Manuel Belgrano,Lozano (Ap. Chañi),38021040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,111.0
JUJUY,Doctor Manuel Belgrano,San Salvador de Jujuy (Est. Jujuy),38021060,7.77,39.57,0.0,34.4,36.0,4.0,0.0,140.0,81.92
JUJUY,Doctor Manuel Belgrano,Yala,38021070,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,5.0
JUJUY,Doctor Manuel Belgrano,La Almona,38021020,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0
JUJUY,Doctor Manuel Belgrano,Dr. Manuel Belgrano,38021065,0.0,0.0,0.0,2.0,0.0,3.0,0.0,8.0,13.0
JUJUY,Doctor Manuel Belgrano,León,38021030,0.0,504.0,0.0,0.0,0.0,2.0,0.0,0.0,506.0
JUJUY,El Carmen,El Carmen,38014040,415.0,359.0,0.0,510.0,0.0,2.0,0.0,1.0,1.29
JUJUY,El Carmen,Manantiales,38014060,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
JUJUY,El Carmen,Monterrico,38014070,0.0,1.04,0.0,0.0,0.0,1.0,0.0,10.0,1.05
JUJUY,El Carmen,Pampa Blanca,38014080,66.0,261.0,0.0,0.0,0.0,3.0,0.0,1.0,331.0
JUJUY,El Carmen,Perico,38014090,0.0,1.38,0.0,575.0,0.0,1.0,0.0,12.0,1.97
JUJUY,El Carmen,Puesto Viejo,38014100,0.0,87.0,0.0,0.0,0.0,1.0,0.0,0.0,88.0
JUJUY,El Carmen,Aguas Calientes,38014010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0
JUJUY,Humahuaca,El Aguilar,38028020,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
JUJUY,Humahuaca,Hipólito Yrigoyen (Est. Iturbe),38028030,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0
JUJUY,Humahuaca,Humahuaca,38028040,363.0,0.0,0.0,0.0,0.0,12.0,0.0,330.0,705.0
JUJUY,Humahuaca,Tres Cruces,38028050,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0
JUJUY,Humahuaca,Uquía (Est. Senador Pérez),38028060,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,8.0
JUJUY,Ledesma,Caimancito,38035030,202.0,0.0,0.0,0.0,0.0,1.0,0.0,38.0,241.0
JUJUY,Ledesma,Calilegua,38035040,0.0,500.0,0.0,0.0,0.0,1.0,0.0,144.0,645.0
JUJUY,Ledesma,Chalicán,38035050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,78.0
JUJUY,Ledesma,Fraile Pintado,38035060,633.0,23.0,0.0,0.0,0.0,1.0,0.0,121.0,778.0
JUJUY,Ledesma,Libertador General San Martín (Est. Ledesma),38035080,60.0,6.07,0.0,1.0,0.0,3.0,0.0,787.0,7.92
JUJUY,Ledesma,Yuto,38035110,0.0,0.0,0.0,0.0,0.0,2.0,0.0,176.0,178.0
JUJUY,OTROS,OTROS,Sin Datos,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,1.08
JUJUY,Palpalá,Carahunco,38042010,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0
JUJUY,Palpalá,Centro Forestal,38042020,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
JUJUY,Palpalá,Palpalá (Est. Gral. Manuel N. Savio),38042040,1.93,1.0,0.0,3.4,0.0,3.0,0.0,1.0,6.33
JUJUY,Palpalá,Rio Blanco,38042010,0.0,53.0,0.0,21.0,0.0,0.0,0.0,0.0,74.0
JUJUY,Rinconada,Liviara,38049020,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0
JUJUY,Rinconada,Loma Blanca,38049025,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
JUJUY,Rinconada,Nuevo Pirquitas,38049030,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,6.0
JUJUY,Rinconada,Coyaguaima,38049007,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0
JUJUY,Rinconada,Orosmayo,38049035,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0
JUJUY,Rinconada,Rinconada,38049040,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0
JUJUY,Rinconada,Lagunillas de Farallón,38049010,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0
JUJUY,San Antonio,Loteo Navea,38056020,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,77.0
JUJUY,San Antonio,San Antonio,38056030,1.0,130.0,0.0,0.0,0.0,1.0,0.0,0.0,132.0
JUJUY,San Antonio,El Ceibal,38056010,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
JUJUY,San Antonio,Los Alisos,38056017,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
JUJUY,San Pedro,La Esperanza,38063070,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,16.0
JUJUY,San Pedro,La Mendieta,38063090,0.0,0.0,0.0,0.0,0.0,1.0,0.0,240.0,241.0
JUJUY,San Pedro,San Pedro (Est. San Pedro de Jujuy),38063180,5.44,1.33,0.0,1.88,0.0,1.0,0.0,75.0,8.73
JUJUY,San Pedro,San Lucas,38063170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0
JUJUY,San Pedro,Don Emilio,38063030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,37.0
JUJUY,San Pedro,Rosario de Río Grande,38063150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0
JUJUY,SANTA BARBARA,El Fuerte,38070010,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0
JUJUY,SANTA BARBARA,El Piquete,38070020,71.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,100.0
JUJUY,SANTA BARBARA,El Talar,38070030,0.0,0.0,0.0,0.0,0.0,1.0,0.0,141.0,142.0
JUJUY,SANTA BARBARA,OTROS,Sin Datos,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0
JUJUY,SANTA BARBARA,Palma Sola,38070040,0.0,0.0,0.0,0.0,0.0,1.0,0.0,115.0,116.0
JUJUY,SANTA BARBARA,Santa Clara,38070060,100.0,0.0,0.0,0.0,0.0,1.0,0.0,87.0,188.0
JUJUY,SANTA BARBARA,Vinalito,38070070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0
JUJUY,Santa Catalina,Casira,38077010,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0
JUJUY,Santa Catalina,Ciénega,38077020,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0
JUJUY,Santa Catalina,Cieneguillas,38077030,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0
JUJUY,Santa Catalina,Cusi Cusi,38077040,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0
JUJUY,Santa Catalina,Misarrumi,38077060,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0
JUJUY,Santa Catalina,Oratorio,38077070,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0
JUJUY,Santa Catalina,Paicone,38077080,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0
JUJUY,Santa Catalina,Santa Catalina,38077100,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,7.0
JUJUY,Susques,El Toro,38084030,0.0,0.0,0.0,20.0,0.0,4.0,0.0,0.0,24.0
JUJUY,Susques,Huáncar,38084040,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,27.0
JUJUY,Susques,Olacapato,38084055,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,9.0
JUJUY,Susques,Olaroz Chico,38084060,0.0,0.0,0.0,30.0,0.0,1.0,0.0,6.0,37.0
JUJUY,Susques,Pastos Chicos,38084070,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,22.0
JUJUY,Susques,Puesto Sey,38084080,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
JUJUY,Susques,San Juan de Quillaqués,38084090,0.0,0.0,0.0,12.0,0.0,5.0,0.0,0.0,17.0
JUJUY,Susques,Susques,38084100,0.0,0.0,0.0,275.0,0.0,21.0,0.0,17.0,313.0
JUJUY,Susques,Coranzuli,38084020,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,60.0
JUJUY,Susques,Catua,38084010,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,70.0
JUJUY,Susques,Jama,38084045,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,11.0
JUJUY,Susques,Mina Providencia,38084050,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0
JUJUY,Tilcara,Huacalera,38094020,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0
JUJUY,Tilcara,Maimará,38094040,0.0,0.0,0.0,5.0,0.0,2.0,0.0,77.0,84.0
JUJUY,Tilcara,Tilcara,38094050,0.0,0.0,0.0,10.0,0.0,4.0,0.0,375.0,389.0
JUJUY,Tumbaya,Bárcena,38098010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,111.0
JUJUY,Tumbaya,Purmamarca,38098030,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,76.0
JUJUY,Tumbaya,Volcán,38098050,1.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,94.0
JUJUY,Tumbaya,El Moreno,38098020,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
JUJUY,Tumbaya,Tumbaya,38098040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,342.0
JUJUY,Valle Grande,Santa Ana,38105040,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
JUJUY,Yavi,Barrios,38112010,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0
JUJUY,Yavi,Cangrejillos,38112020,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0
JUJUY,Yavi,La Intermedia,38112040,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0
JUJUY,Yavi,La Quiaca,38112050,660.0,0.0,0.0,75.0,5.0,1.0,0.0,1.0,742.0
JUJUY,Yavi,Pumahuasi,38112070,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0
JUJUY,Yavi,Yavi Chico,38112090,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0
JUJUY,Yavi,Yavi,38112080,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
LA PAMPA,Atreucó,Doblas,42007010,0.0,333.0,0.0,40.0,0.0,1.0,0.0,41.0,415.0
LA PAMPA,Atreucó,Macachín,42007020,0.0,0.0,0.0,301.0,0.0,1.0,0.0,1.0,1.31
LA PAMPA,Atreucó,Miguel Riglos,42007030,0.0,0.0,0.0,3.0,0.0,1.0,0.0,110.0,114.0
LA PAMPA,Atreucó,Rolón,42007040,0.0,0.0,0.0,0.0,0.0,1.0,0.0,69.0,70.0
LA PAMPA,Atreucó,Tomas M. Anchorena,42007050,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,7.0
LA PAMPA,Caleu Caleu,La Adela,42014020,0.0,371.0,0.0,0.0,0.0,1.0,0.0,515.0,887.0
LA PAMPA,Caleu Caleu,Anzoategui,42014010,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
LA PAMPA,Capital,Anguil,42021010,0.0,138.0,0.0,2.0,99.0,1.0,0.0,334.0,574.0
LA PAMPA,Capital,Santa Rosa,42021020,1.76,47.02,66.0,1.2,66.0,3.0,0.0,271.0,50.38
LA PAMPA,Catriló,Catriló,42028010,0.0,541.0,1.0,686.0,327.0,2.0,0.0,0.0,1.56
LA PAMPA,Catriló,La Gloria,42028020,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0
LA PAMPA,Catriló,Lonquimay,42028030,0.0,278.0,0.0,1.0,71.0,1.0,0.0,0.0,351.0
LA PAMPA,Catriló,Uriburu,42028040,0.0,90.0,0.0,1.0,94.0,1.0,0.0,149.0,335.0
LA PAMPA,Chalileo,Santa Isabel,42049010,0.0,0.0,2.0,0.0,0.0,1.0,0.0,812.0,815.0
LA PAMPA,Chapaleufú,Bernardo Larroude,42056010,0.0,0.0,1.0,57.0,0.0,1.0,0.0,530.0,589.0
LA PAMPA,Chapaleufú,Ceballos,42056020,0.0,0.0,0.0,1.0,0.0,1.0,0.0,67.0,69.0
LA PAMPA,Chapaleufú,Coronel Hilario Lagos (Est. Aguas Buenas),42056030,0.0,0.0,0.0,0.0,0.0,2.0,0.0,247.0,249.0
LA PAMPA,Chapaleufú,Intendente Alvear,42056040,83.0,613.0,1.0,255.0,1.0,1.0,0.0,490.0,1.44
LA PAMPA,Chapaleufú,Sarah,42056050,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,18.0
LA PAMPA,Chapaleufú,Vértiz,42056060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,107.0
LA PAMPA,Chical Co,La Humada,42063020,0.0,0.0,0.0,0.0,0.0,1.0,0.0,152.0,153.0
LA PAMPA,Conhelo,Conhelo,42035010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0
LA PAMPA,Conhelo,Eduardo Castex,42035020,1.69,1.34,0.0,7.0,0.0,1.0,0.0,108.0,3.15
LA PAMPA,Conhelo,Mauricio Mayer,42035030,0.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0,31.0
LA PAMPA,Conhelo,Monte Nievas,42035040,0.0,0.0,0.0,0.0,0.0,1.0,0.0,45.0,46.0
LA PAMPA,Conhelo,Rucanelo,42035050,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,27.0
LA PAMPA,Conhelo,Winifreda,42035060,0.0,192.0,2.0,693.0,2.0,0.0,0.0,195.0,1.08
LA PAMPA,Curacó,Gobernador Duval,42042010,0.0,0.0,0.0,0.0,0.0,1.0,0.0,83.0,84.0
LA PAMPA,Curacó,Puelches,42042020,0.0,0.0,0.0,0.0,0.0,1.0,0.0,68.0,69.0
LA PAMPA,Guatraché,Alpachiri,42070010,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0
LA PAMPA,Guatraché,General Manuel J. Campos,42070020,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0
LA PAMPA,Guatraché,Guatraché,42070030,0.0,239.0,0.0,2.0,0.0,1.0,0.0,278.0,520.0
LA PAMPA,Guatraché,Santa Teresa,42070050,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
LA PAMPA,Guatraché,Perú,42070040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,39.0
LA PAMPA,Hucal,Abramo,42077010,0.0,0.0,0.0,1.0,0.0,1.0,0.0,69.0,71.0
LA PAMPA,Hucal,Bernasconi,42077020,37.0,0.0,0.0,1.0,0.0,1.0,0.0,659.0,698.0
LA PAMPA,Hucal,General San Martín (Est. Villa Alba),42077030,0.0,0.0,0.0,2.0,0.0,0.0,0.0,826.0,828.0
LA PAMPA,Hucal,Jacinto Arauz,42077050,631.0,0.0,0.0,2.0,0.0,2.0,0.0,76.0,711.0
LA PAMPA,Limay Mahuida,La Reforma,42091010,0.0,0.0,0.0,0.0,0.0,1.0,0.0,65.0,66.0
LA PAMPA,Limay Mahuida,Limay Mahuida,42091020,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,17.0
LA PAMPA,Loventué,Carro Quemado,42098010,0.0,0.0,0.0,1.0,0.0,1.0,0.0,50.0,52.0
LA PAMPA,Loventué,Luan Toro,42098030,0.0,0.0,0.0,0.0,0.0,1.0,0.0,67.0,68.0
LA PAMPA,Loventué,Telén,42098040,0.0,0.0,0.0,1.0,0.0,1.0,0.0,198.0,200.0
LA PAMPA,Loventué,Victorica,42098050,0.0,0.0,0.0,2.0,0.0,1.0,0.0,482.0,485.0
LA PAMPA,Loventué,Loventué,42098020,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
LA PAMPA,Maracó,Agustoni,42105010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0
LA PAMPA,Maracó,Dorila,42105020,0.0,0.0,0.0,1.0,0.0,0.0,0.0,53.0,54.0
LA PAMPA,Maracó,General Pico,42105030,2.54,1.0,91.0,15.38,91.0,1.0,0.0,3.02,21.11
LA PAMPA,Maracó,Speluzzi,42105040,0.0,0.0,0.0,1.0,0.0,0.0,0.0,41.0,42.0
LA PAMPA,OTROS,OTROS,Sin Datos,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
LA PAMPA,Puelén,25 de Mayo,42112020,0.0,0.0,0.0,1.03,0.0,0.0,0.0,950.0,1.98
LA PAMPA,Puelén,Puelén,42112010,0.0,0.0,1.0,0.0,0.0,2.0,0.0,125.0,128.0
LA PAMPA,Puelén,Casa De Piedra,42112005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,47.0
LA PAMPA,Quemú Quemú,Colonia Barón,42119010,0.0,0.0,2.0,550.0,0.0,1.0,0.0,90.0,643.0
LA PAMPA,Quemú Quemú,Miguel Cané,42119030,0.0,0.0,0.0,1.0,105.0,1.0,0.0,0.0,107.0
LA PAMPA,Quemú Quemú,Quemú Quemú,42119040,0.0,0.0,1.0,2.0,113.0,1.0,0.0,143.0,260.0
LA PAMPA,Quemú Quemú,Relmo,42119050,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,26.0
LA PAMPA,Quemú Quemú,Villa Mirasol,42119060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,169.0
LA PAMPA,Rancul,Caleufú,42126010,0.0,350.0,0.0,2.0,0.0,1.0,0.0,0.0,353.0
LA PAMPA,Rancul,La Maruja,42126030,0.0,150.0,0.0,0.0,0.0,1.0,0.0,0.0,151.0
LA PAMPA,Rancul,Parera,42126040,0.0,0.0,0.0,455.0,0.0,1.0,0.0,272.0,728.0
LA PAMPA,Rancul,Quetrequén,42126060,0.0,0.0,0.0,1.0,0.0,1.0,0.0,152.0,154.0
LA PAMPA,Rancul,Rancul,42126070,0.0,0.0,0.0,158.0,0.0,2.0,0.0,677.0,837.0
LA PAMPA,Rancul,Pichi Huinca,42126050,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
LA PAMPA,Realicó,Adolfo Van Praet,42133010,0.0,6.0,0.0,0.0,0.0,1.0,0.0,23.0,30.0
LA PAMPA,Realicó,Alta Italia,42133020,0.0,0.0,0.0,0.0,0.0,1.0,0.0,463.0,464.0
LA PAMPA,Realicó,Damián Maisonave (Est. Simson),42133030,0.0,0.0,0.0,2.0,0.0,0.0,0.0,109.0,111.0
LA PAMPA,Realicó,Embajador Martini,42133040,15.0,0.0,0.0,7.0,0.0,1.0,0.0,531.0,554.0
LA PAMPA,Realicó,Falucho,42133050,0.0,0.0,0.0,0.0,0.0,1.0,0.0,82.0,83.0
LA PAMPA,Realicó,Ingeniero Luiggi,42133060,0.0,0.0,0.0,240.0,0.0,2.0,0.0,1.42,1.66
LA PAMPA,Realicó,Ojeda,42133070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0
LA PAMPA,Realicó,Realicó,42133080,171.0,0.0,1.0,1.93,0.0,1.0,0.0,1.23,3.34
LA PAMPA,Toay,Toay,42140020,225.0,5.33,0.0,557.0,0.0,1.0,0.0,259.0,6.37
LA PAMPA,Trenel,Arata,42147010,0.0,0.0,0.0,1.0,0.0,1.0,0.0,256.0,258.0
LA PAMPA,Trenel,Metileo,42147020,0.0,0.0,0.0,0.0,0.0,1.0,0.0,60.0,61.0
LA PAMPA,Trenel,Trenel,42147030,84.0,652.0,0.0,0.0,0.0,2.0,0.0,274.0,1.01
LA PAMPA,Utracán,Ataliva Roca,42154010,0.0,0.0,0.0,2.0,0.0,1.0,0.0,310.0,313.0
LA PAMPA,Utracán,Chacharramendi,42154020,0.0,0.0,0.0,0.0,0.0,2.0,0.0,85.0,87.0
LA PAMPA,Utracán,Colonia Santa María,42154030,0.0,0.0,1.0,1.0,0.0,0.0,0.0,145.0,147.0
LA PAMPA,Utracán,General Acha,42154040,551.0,2.92,0.0,970.0,0.0,3.0,0.0,333.0,4.77
LA PAMPA,Utracán,Quehué,42154050,0.0,0.0,0.0,1.0,0.0,1.0,0.0,242.0,244.0
LA PAMPA,Utracán,Unanué,42154060,0.0,0.0,0.0,1.0,0.0,0.0,0.0,56.0,57.0
LA PAMPA,Lihuel Calel,Cuchillo Co,42084010,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0
LA RIOJA,Arauco,Aimogasta,46007010,99.0,2.03,0.0,4.0,0.0,1.0,0.0,87.0,2.22
LA RIOJA,Arauco,Estación Mazán,46007040,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,15.0
LA RIOJA,Arauco,Villa Mazán,46007050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,156.0
LA RIOJA,Arauco,Machigasta,46007040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
LA RIOJA,Capital,La Rioja,46014010,4.72,35.42,4.0,15.94,6.0,4.0,0.0,1.22,57.32
LA RIOJA,Castro Barros,Anillaco,46021020,0.0,453.0,0.0,1.0,0.0,1.0,0.0,0.0,455.0
LA RIOJA,Castro Barros,Los Molinos,46021050,0.0,49.0,0.0,0.0,0.0,0.0,0.0,4.0,53.0
LA RIOJA,Castro Barros,San Pedro,46021070,0.0,28.0,0.0,0.0,0.0,0.0,0.0,45.0,73.0
LA RIOJA,Castro Barros,Aminga,46021010,0.0,158.0,0.0,1.0,0.0,0.0,0.0,17.0,176.0
LA RIOJA,Castro Barros,Anjullón,46021030,0.0,44.0,0.0,1.0,0.0,0.0,0.0,64.0,109.0
LA RIOJA,Castro Barros,Chuquis,46021040,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
LA RIOJA,Castro Barros,Pinchas,46021060,0.0,49.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0
LA RIOJA,Castro Barros,Santa Vera Cruz,46021080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
LA RIOJA,Chamical,Chamical,46035010,210.0,2.96,0.0,8.0,0.0,1.0,0.0,9.0,3.19
LA RIOJA,Chilecito,Chilecito,46042010,917.0,4.51,0.0,3.34,0.0,0.0,0.0,96.0,8.86
LA RIOJA,Chilecito,Colonia Vichigasta,46042050,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
LA RIOJA,Chilecito,Los Sarmientos,46042030,0.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0
LA RIOJA,Chilecito,Nonogasta,46042090,83.0,824.0,0.0,1.0,0.0,1.0,0.0,6.0,915.0
LA RIOJA,Chilecito,San Miguel,46042030,0.0,60.0,0.0,0.0,0.0,0.0,0.0,5.0,65.0
LA RIOJA,Chilecito,San Nicolás,46042100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0
LA RIOJA,Chilecito,Vichigasta,46042140,42.0,0.0,0.0,1.0,0.0,2.0,0.0,103.0,148.0
LA RIOJA,Chilecito,Colonia Anguinán,46042020,0.0,161.0,0.0,1.0,0.0,0.0,0.0,69.0,231.0
LA RIOJA,Chilecito,Guanchín,46042060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
LA RIOJA,Chilecito,Malligasta,46042070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,185.0
LA RIOJA,Chilecito,Santa Florentina,46042110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0
LA RIOJA,Chilecito,Sañogasta,46042120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0,219.0
LA RIOJA,Chilecito,Tilimuqui,46042130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0
LA RIOJA,Chilecito,La Puntilla,46042030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
LA RIOJA,Coronel Felipe Varela,Guandacol,46028020,1.0,379.0,0.0,2.0,0.0,1.0,0.0,0.0,383.0
LA RIOJA,Coronel Felipe Varela,Santa Clara,46028010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0
LA RIOJA,Coronel Felipe Varela,Villa Unión,46028050,0.0,1.12,0.0,3.0,0.0,1.0,0.0,258.0,1.38
LA RIOJA,Coronel Felipe Varela,Aicuña,46028010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,47.0
LA RIOJA,Coronel Felipe Varela,Los Palacios,46028030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,107.0
LA RIOJA,Coronel Felipe Varela,Pagancillo,46028040,0.0,0.0,0.0,1.0,0.0,0.0,0.0,126.0,127.0
LA RIOJA,Famatina,Famatina,46049070,1.0,202.0,0.0,2.0,0.0,0.0,0.0,5.0,210.0
LA RIOJA,Famatina,Angulos,46049020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0
LA RIOJA,Famatina,Campanas,46049050,0.0,0.0,0.0,1.0,0.0,0.0,0.0,161.0,162.0
LA RIOJA,Famatina,Chañarmuyo,46049060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0
LA RIOJA,Famatina,La Cuadra,46049080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0
LA RIOJA,Famatina,Pituil,46049090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,153.0
LA RIOJA,Famatina,Santa Cruz,46049110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0
LA RIOJA,General Angel V. Peñaloza,Tama,46056020,8.0,0.0,0.0,1.0,0.0,0.0,0.0,149.0,158.0
LA RIOJA,General Angel V. Peñaloza,Punta de los Llanos,46056010,0.0,0.0,0.0,1.0,0.0,0.0,0.0,93.0,94.0
LA RIOJA,General Belgrano,Chañar,46063020,8.0,0.0,0.0,1.0,0.0,0.0,0.0,90.0,99.0
LA RIOJA,General Belgrano,Loma Blanca,46063030,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
LA RIOJA,General Belgrano,Olta,46063040,0.0,1.07,0.0,1.0,0.0,1.0,0.0,6.0,1.08
LA RIOJA,General Belgrano,Castro Barros,46063010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
